"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"AssignName"
"NoError, EmulTrap, ClearMem";"Top Cat (c) 1991 Hi-Tec - 1 disk.";"1991 Hi-Tec";"whdload";"0";"Top Cat";"TopCat";"478271";"T\TopCat\TopCat.Slave";"4096";"T\TopCat";"524288";"TopCat";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, Req68020, EmulPriv, ClearMem, Examine";"Top Gear 2 ? 1994 Gremlin Interactive";"1994 Gremlin Interactive";"whdload";"0";"Top Gear 2 AGA/CD32";"TopGear2AGA";"1541672";"T\TopGear2AGA\TopGear2AGA.Slave";"524288";"T\TopGear2AGA";"2097152";"TopGear2";"AGA";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Top Secret (c) 1992 The Hidden - 1 disk.";"1992 The Hidden";"whdload";"0";"Top Secret";"TopSecret";"846540";"T\TopSecret\TopSecret.Slave";"0";"T\TopSecret";"524288";"TopSecret";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, Req68020, EmulPriv, Examine";"Tornado AGA/ECS ? 1994 Digital Integration.";"1994 Digital Integration";"whdload";"0";"Tornado AGA";"TornadoAGA";"5729669";"T\TornadoAGA\TornadoAGA.slave";"1572864";"T\TornadoAGA";"2088960";"Tornado";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"Tornado Ground Attack (c) 1991 Energize - 1 disk.";"1991 Energize";"whdload";"0";"Tornado Ground Attack";"TornadoGroundAttack";"840118";"T\TornadoGroundAttack\TornadoGroundAttack.Slave";"262144";"T\TornadoGroundAttack";"524288";"TornadoGroundAttack";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Torvak the Warrior ? Core Design.";"Core Design ";"whdload";"0";"Torvak The Warrior";"TorvakTheWarrior";"1816040";"T\TorvakTheWarrior\TorvakTheWarrior.slave";"0";"T\TorvakTheWarrior";"524288";"TorvakTheWarrior";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, Req68020, ReqAGA";"Total Carnage ? 1994 ICE.";"1994 ICE";"whdload";"0";"Total Carnage AGA";"TotalCarnageAGA";"2047879";"T\TotalCarnageAGA\TotalCarnageAGA.Slave";"0";"T\TotalCarnageAGA";"2097152";"TotalCarnage";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Total Eclipse (c) 1989 Incentive Software/Domark";"1989 Incentive Software/Domark";"whdload";"0";"Total Eclipse";"TotalEclipse";"413288";"T\TotalEclipse\TotalEclipse.Slave";"266240";"T\TotalEclipse";"524288";"TotalEclipse";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"";"1996 Domark/Akklaim";"whdload";"0";"Total Football";"TotalFootball";"1989920";"T\TotalFootball\TotalFootball.Slave";"0";"T\TotalFootball";"1048576";"TotalFootball";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Total Recall ? 1990 Ocean.";"";"whdload";"0";"";"TotalRecallImage";"1821065";"T\TotalRecallImage\TotalRecallImage.Slave";"";"T\TotalRecallImage";"524288";"TotalRecall";"OCS/ECS";"";"";"";"Image";"";"A-Games"
"NoError, EmulTrap";"Tournament Golf (c) 1990 Elite - 2 disks.";"1990 Elite";"whdload";"0";"Tournament Golf";"TournamentGolf";"1108408";"T\TournamentGolf\TournamentGolf.Slave";"0";"T\TournamentGolf";"524288";"TournamentGolf";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulTrapV";"";"1988-1990 Pete Cooke / Rainbird";"whdload";"0";"Tower of Babel";"TowerOfBabel";"928440";"T\TowerOfBabel\TowerOfBabel.Slave";"0";"T\TowerOfBabel";"524288";"TowerOfBabel";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"Tower Of Souls ? 1995 Black Legend.";"1995 Black Magic";"whdload";"0";"Tower Of Souls";"TowerOfSoulsAGA";"2898398";"T\TowerOfSoulsAGA\TowerOfSoulsAGA.Slave";"1572864";"T\TowerOfSoulsAGA";"2093056";"TowerOfSouls";"AGA";"";"";"";"";"";"A-Games"
"NoError";"Tower Toppler (C) 1987/88 Hewson.";"";"whdload";"298496";"";"TowerToppler";"374458";"T\TowerToppler\TowerToppler.slave";"";"T\TowerToppler";"524288";"TowerToppler";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Celica GT Rally ? 1990 Gremlin.";"1990 Gremlin";"whdload";"0";"Celica GT Rally";"ToyotaCelicaGTRally";"602620";"T\ToyotaCelicaGTRally\ToyotaCelicaGTRally.Slave";"0";"T\ToyotaCelicaGTRally";"524288";"ToyotaCelicaGTRally";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulPriv, ClearMem";"The Toyottes ? 1989 Infogrames.";"1989 Infogrames";"whdload";"0";"The Toyottes";"ToyottesImage";"432021";"T\ToyottesImage\ToyottesImage.Slave";"262144";"T\ToyottesImage";"524288";"Toyottes";"OCS/ECS";"";"";"";"Image";"";"A-Games"
"NoError, EmulPriv, Examine";"T-Racer ? 1996 Virtual Dreams.";"1996 Virtual Dreams.";"whdload";"0";"T-Racer";"TRacer";"1570185";"T\TRacer\TRacer.Slave";"786432";"T\TRacer";"524288";"TRacer";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Tracker ? 1988 Mindware/Rainbird.";"1988 Mindware/Rainbird";"whdload";"0";"Tracker";"Tracker";"459105";"T\Tracker\Tracker.Slave";"0";"T\Tracker";"524288";"Tracker";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Traders (c) 1991 Linel, english and german version.";"1991 Linel";"whdload";"0";"Traders";"Traders";"689801";"T\Traders\Traders.slave";"262144";"T\Traders";"983040";"Traders";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Trained Assassin ? 1989 Digital Magic Software.";"1989 Digital Magic Software";"whdload";"0";"Trained Assassin";"TrainedAssassin";"982103";"T\TrainedAssassin\TrainedAssassin.Slave";"0";"T\TrainedAssassin";"524288";"TrainedAssassin";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ReqAGA, EmulPriv, ClearMem, Examine";"Transarctica ? 1993 Silmarils.";"1993 Silmarils";"whdload";"0";"Transarctica Aga";"TransarcticaAGA";"2318971";"T\TransarcticaAGA\TransarcticaAGA.Slave";"524288";"T\TransarcticaAGA";"1572864";"Transarctica";"AGA";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, NoKbd";"Transplant by ???.";"";"whdload";"0";"";"Transplant";"255342";"T\Transplant\Transplant.Slave";"0";"T\Transplant";"524288";"Transplant";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Traps'n'Treasures (c) 1991 Starbyte - 2 disks.";"1993 Starbyte";"whdload";"0";"Traps";"TrapsNTreasures";"1827596";"T\TrapsNTreasures\TrapsNTreasures.Slave";"532480";"T\TrapsNTreasures";"524288";"TrapsNTreasures";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Treasure Island Dizzy (c) 1989 Codemasters - 1 disk.";"1989 Codemasters";"whdload";"0";"Treasure Island Dizzy";"TreasureIslandDizzy";"181244";"T\TreasureIslandDizzy\TreasureIslandDizzy.slave";"0";"T\TreasureIslandDizzy";"524288";"TreasureIslandDizzy";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Treasures Of The Savage Frontier ?1991 SSI";"1991 SSI";"whdload";"0";"Treasures Of The Savage Frontier";"TreasuresOfSavageFrontier";"2416815";"T\TreasuresOfSavageFrontier\TreasuresOfSavageFrontier.Slave";"786432";"T\TreasuresOfSavageFrontier";"524288";"TreasuresOfSavageFrontier";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Treasure Trap ? 1989 Emerald Software Ltd.";"1989 Emerald Software Ltd.";"whdload";"0";"Treasure Trap";"TreasureTrap";"942956";"T\TreasureTrap\TreasureTrap.slave";"0";"T\TreasureTrap";"524288";"TreasureTrap";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Trex Warrior ? 199? Thalion";"199? Thalion";"whdload";"0";"Trex Warrior";"TrexWarrior";"831736";"T\TrexWarrior\TrexWarrior.slave";"0";"T\TrexWarrior";"1048576";"TrexWarrior";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"TrianGO ?1988 California Dreams";"1988 California Dreams";"whdload";"0";"TrianGO";"TrianGO";"401310";"T\TrianGO\TrianGO.Slave";"262144";"T\TrianGO";"524288";"TrianGO";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, NoKbd, EmulPriv, ClearMem, Examine";"Triple X ? 1989 Axxiom";"1989 Axxiom";"whdload";"0";"Triple X";"TripleX";"705017";"T\TripleX\TripleX.Slave";"262144";"T\TripleX";"524288";"TripleX";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Trivial Pursuit ? Domark.";"DoMark";"whdload";"0";"Trivial Pursuit (VF/DE/GB)";"TrivialPursuit";"397955";"TrivialPursuit\TrivialPursuit.slave";"0";"TrivialPursuit";"655360";"TrivialPursuit";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"Trivial Pursuit Genus II ? ???.";"???";"whdload";"0";"Trivial Pursuit Genus II";"TrivialPursuitNewBegin";"915103";"T\TrivialPursuitNewBegin\TrivialPursuitNewBegin.slave";"786432";"T\TrivialPursuitNewBegin";"524288";"TrivialPursuitNewBegin";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Troddlers ? 1992 Sales Curve.";"1992 Sales Curve";"whdload";"0";"Troddlers";"Troddlers";"1012103";"T\Troddlers\Troddlers.Slave";"0";"T\Troddlers";"524288";"Troddlers";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Og!/Trog! ? 1992/95 Confused Pelican.";"1992 Confused Pelican";"whdload";"0";"Og!";"Trog";"364672";"T\Trog\Trog.Slave";"0";"T\Trog";"524288";"Trog";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"";"Flair Software";"whdload";"0";"Trolls";"TrollsAGA";"1831642";"T\TrollsAGA\TrollsAGA.Slave";"0";"T\TrollsAGA";"2097152";"Trolls";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, Req68020, EmulPriv, Examine";"Tube Warriors ? 1994 Dynabyte.";"1994 Dynabyte.";"whdload";"0";"Tube Warriors";"TubeWarriorsAGA";"2286432";"T\TubeWarriorsAGA\TubeWarriorsAGA.Slave";"1048576";"T\TubeWarriorsAGA";"2097152";"TubeWarriors";"AGA";"";"";"";"";"";"A-Games"
"NoError, Req68020, ReqAGA, ClearMem";"Tubular Worlds ? 1994 Dongleware";"1994 Dongleware";"whdload";"0";"Tubular Worlds (AGA)";"TubularWorldsAGA";"4672842";"T\TubularWorldsAGA\TubularWorldsAGA.Slave";"380928";"T\TubularWorldsAGA";"1310720";"TubularWorlds";"AGA";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Tubular Worlds ? 1994 Dongleware";"1994 Dongleware";"whdload";"0";"Tubular Worlds (ECS)";"TubularWorldsECS";"3323602";"T\TubularWorldsECS\TubularWorldsECS.Slave";"311296";"T\TubularWorldsECS";"622592";"TubularWorldsECS";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Tubular Worlds ? 1994 Dongleware";"1994 Dongleware";"whdload";"0";"Tubular Worlds (ECS/512K)";"TubularWorldsECS";"3323602";"T\TubularWorldsECS\TubularWorldsECS512K.Slave";"311296";"T\TubularWorldsECS";"487424";"TubularWorldsECS";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Turbo ? 1989 Microillusions";"1989 Microillusions";"whdload";"0";"Turbo";"Turbo";"917610";"T\Turbo\Turbo.Slave";"524288";"T\Turbo";"524288";"Turbo";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, Req68020";"944 Turbo Cup ? 1988 Loriciel.";"1988 Loriciels";"whdload";"0";"944 Turbo Cup";"TurboCup";"925744";"T\TurboCup\TurboCup.Slave";"262144";"T\TurboCup";"524288";"TurboCup";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Turbo Outrun ? 1990 US Gold.";"1990 US Gold";"whdload";"0";"Turbo Outrun";"TurboOutRun";"1023543";"T\TurboOutRun\TurboOutRun.Slave";"0";"T\TurboOutRun";"524288";"TurboOutRun";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Turbo Trax ? 1995 Arcane";"1995 Arcane";"whdload";"0";"Turbo Trax ";"TurboTraxArcane";"2404697";"T\TurboTraxArcane\TurboTraxArcane.Slave";"917504";"T\TurboTraxArcane";"589824";"TurboTraxArcane";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Turbo Trax ? 1995 Arcane";"1995 Arcane";"whdload";"0";"Turbo Trax (512k)";"TurboTraxArcane";"2404697";"T\TurboTraxArcane\TurboTraxArcane512KB.Slave";"917504";"T\TurboTraxArcane";"507904";"TurboTraxArcane";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Turn 'n' Burn by Flair (c) 1990 - 1 disk.";"1990 Flair";"whdload";"0";"Turn ";"TurnNBurn";"911828";"T\TurnNBurn\TurnNBurn.slave";"0";"T\TurnNBurn";"524288";"TurnNBurn";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Turrican ? 1990 Rainbow Art/Innerprise.";"1990 Rainbow Arts/Innerprise";"whdload";"0";"Turrican";"Turrican";"1003366";"T\Turrican\Turrican.Slave";"12288";"T\Turrican";"524288";"Turrican";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, ClearMem";"";"1991 Factor 5, Rainbow Arts";"whdload";"132760";"Turrican 2";"Turrican2";"1104037";"T\Turrican2\Turrican2.Slave";"0";"T\Turrican2";"524288";"Turrican2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Turrican 3 ? 1993 Factor 5";"1993 Factor 5";"whdload";"0";"Turrican 3";"Turrican3";"1037716";"T\Turrican3\Turrican3.Slave";"4096";"T\Turrican3";"524288";"Turrican3";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Tusker ? 1990 System 3.";"1990 System 3";"whdload";"0";"Tusker";"Tusker";"1152054";"T\Tusker\Tusker.Slave";"0";"T\Tusker";"524288";"Tusker";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"TV Sports Baseball ? 1992 Mindscape.";"1992 Mindscape";"whdload";"0";"TV Sports Baseball";"TVSportsBaseball";"948908";"T\TVSportsBaseball\TVSportsBaseball.Slave";"786432";"T\TVSportsBaseball";"524288";"TVSportsBaseball";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"TV Sports Basketball ? 1990 Cinemaware.";"1990 Cinemaware";"whdload";"0";"TV Sports Basketball";"TVSportsBasketball";"1334203";"T\TVSportsBasketball\TVSportsBasketball.Slave";"786432";"T\TVSportsBasketball";"524288";"TVSportsBasketball";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"TV Sports Boxing ? 1991 Mindscape";"1991 Mindscape";"whdload";"0";"TV Sports Boxing";"TVSportsBoxing";"1143983";"T\TVSportsBoxing\TVSportsBoxing.Slave";"786432";"T\TVSportsBoxing";"524288";"TVSportsBoxing";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"TV Sports Football ? 1988 Cinemaware.";"1988 Cinemaware";"whdload";"0";"TV Sports Football";"TVSportsFootball";"1848799";"T\TVSportsFootball\TVSportsFootball.slave";"786432";"T\TVSportsFootball";"524288";"TVSportsFootball";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Twintris ? 1990 Digital Marketing";"1990 Digital Marketing";"whdload";"0";"Twintris";"Twintris";"393442";"T\Twintris\Twintris.Slave";"4096";"T\Twintris";"524288";"Twintris";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Twin Turbos ? 1991 Fun Factory.";"1991 Fun Factory";"whdload";"0";"Twin Turbos";"TwinTurbos";"844392";"T\TwinTurbos\TwinTurbos.slave";"0";"T\TwinTurbos";"524288";"TwinTurbos";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"TwinWorld (c) 1989 Blue Byte/UBI Soft.";"";"whdload";"1024";"";"TwinWorld";"966073";"T\TwinWorld\TwinWorld.slave";"";"T\TwinWorld";"524288";"TwinWorld";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine, EmulDivZero";"Twylyte ? Wicked/Enigma.";"Wicked";"whdload";"0";"Twylyte";"Twylyte";"913318";"T\Twylyte\Twylyte.Slave";"262144";"T\Twylyte";"524288";"Twylyte";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Typhoon ? 1987 Kingsoft";"1987 Kingsoft";"whdload";"0";"Typhoon";"Typhoon";"666801";"T\Typhoon\Typhoon.Slave";"262144";"T\Typhoon";"524288";"Typhoon";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Typhoon Thompson ? 1990 Br?derbund";"1990 Brøderbund";"whdload";"0";"Typhoon Thompson";"TyphoonThompson";"973649";"T\TyphoonThompson\TyphoonThompson.Slave";"4096";"T\TyphoonThompson";"1024000";"TyphoonThompson";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, Req68020, ReqAGA, ClearMem";"T-Zer0 demo ? 1999 clickBOOM";"1999 clickBOOM";"whdload";"0";"T-Zer0 Demo";"TZer0DemoAGA";"29358361";"T\TZer0DemoAGA\TZer0DemoAGA.Slave";"3145728";"T\TZer0DemoAGA";"1851392";"TZer0";"AGA";"";"";"Demo";"";"";"A-Games"
"NoError, Req68020, ReqAGA, ClearMem";"T-Zer0 demo ? 1999 clickBOOM";"1999 clickBOOM";"whdload";"0";"T-Zer0 Demo";"TZer0DemoNoMovieAGA";"11015974";"T\TZer0DemoNoMovieAGA\TZer0DemoNoMovieAGA.Slave";"3145728";"T\TZer0DemoNoMovieAGA";"1851392";"TZer0DemoNoMovie";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"UFO Enemy Unknow (c) Microprose.";"Microprose";"whdload";"0";"UFO AGA/CD32 ";"UFOEnemyUnknownAGA";"3323932";"U\UFOEnemyUnknownAGA\UFOEnemyUnknownAGA.slave";"1572864";"U\UFOEnemyUnknownAGA";"2031616";"UFOEnemyUnknown";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Ugh! ? 1992 PlayByte - Ego Software.";"1992 PlayByte - Ego Software";"whdload";"0";"Ugh";"Ugh";"582616";"U\Ugh\Ugh.Slave";"786432";"U\Ugh";"1048576";"Ugh";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Ultima III: Exodus ?1986 Origin Systems";"1986 Origin Systems";"whdload";"0";"Ultima III: Exodus";"Ultima3";"335314";"U\Ultima3\Ultima3.Slave";"262144";"U\Ultima3";"524288";"Ultima3";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Ultima IV: Quest for the Avatar ?1988 Origin Systems";"1988 Origin Systems";"whdload";"0";"Ultima IV: Quest of the Avatar";"Ultima4";"562296";"U\Ultima4\Ultima4.slave";"278528";"U\Ultima4";"524288";"Ultima4";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"";"";"whdload";"0";"";"Ultima5";"1072111";"U\Ultima5\Ultima5.Slave";"";"U\Ultima5";"524288";"Ultima5";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Ultima VI: The False Prophet ?1992 Origin";"1992 Origin";"whdload";"0";"Ultima VI: The False Prophet";"Ultima6";"2911057";"U\Ultima6\Ultima6.Slave";"917504";"U\Ultima6";"557056";"Ultima6";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero";"Ultimate Golf by Gremlin (c) 1990 - 1 disk.";"1990 Gremlin";"whdload";"0";"Ultimate Golf";"UltimateGolf";"794401";"U\UltimateGolf\UltimateGolf.slave";"0";"U\UltimateGolf";"524288";"UltimateGolf";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"The Ultimate Pinball Quest ? 1994 Infogrames.";"1994 Infogrames";"whdload";"0";"Ultimate Pinball Quest";"UltimatePinballQuest";"2202324";"U\UltimatePinballQuest\UltimatePinballQuest.Slave";"0";"U\UltimatePinballQuest";"524288";"UltimatePinballQuest";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Ultimate Ride ? 1990 Mindscape.";"1990 Mindscape";"whdload";"0";"Ultimate Ride";"UltimateRide";"2729758";"U\UltimateRide\UltimateRide.slave";"0";"U\UltimateRide";"524288";"UltimateRide";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"UMS II: Nations at War ? 1991 Rainbird.";"1991 Rainbird";"whdload";"0";"UMS II: Nations at War";"UMS2NationsAtWar";"1533635";"U\UMS2NationsAtWar\UMS2NationsAtWar.Slave";"786432";"U\UMS2NationsAtWar";"524288";"UMS2NationsAtWar";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Under Pressure ? 1991 Electronic Zoo.";"1991 Electronic Zoo";"whdload";"0";"Under Pressure";"UnderPressure";"916352";"U\UnderPressure\UnderPressure.Slave";"0";"U\UnderPressure";"1048576";"UnderPressure";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Uninvited ?1987 Mindscape";"1987 Mindscape";"whdload";"0";"Uninvited";"Uninvited";"736019";"U\Uninvited\Uninvited.Slave";"294912";"U\Uninvited";"524288";"Uninvited";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"UMS: Universal Military Simulator ? 1991 Firebird.";"1992 ";"whdload";"0";"Universal Military Simulator";"UniversalMilitarySim";"1258678";"U\UniversalMilitarySim\UniversalMilitarySim.Slave";"786432";"U\UniversalMilitarySim";"524288";"UniversalMilitarySim";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Universal Monsters by Ocean (c) 1992 - 1 disk.";"1992 Ocean";"whdload";"0";"Universal Monsters";"UniversalMonsters";"910926";"U\UniversalMonsters\UniversalMonsters.Slave";"0";"U\UniversalMonsters";"1048576";"UniversalMonsters";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Universal Warrior (c) 1993 Zeppelin Games Ltd.";"1993 Zeppelin Software";"whdload";"0";"Universal Warrior";"UniversalWarrior";"1008562";"U\UniversalWarrior\UniversalWarrior.slave";"0";"U\UniversalWarrior";"524288";"UniversalWarrior";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"";"1994 Core Design";"whdload";"0";"Universe (ECS)";"Universe";"4868450";"U\Universe\Universe.Slave";"4096";"U\Universe";"1048576";"Universe";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Universe 3 ? 1989 Omnitrend Software";"1989 Omnitrend Software";"whdload";"0";"Universe 3";"Universe3";"934543";"U\Universe3\Universe3.Slave";"262144";"U\Universe3";"524288";"Universe3";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Unreal (c) 1990 Ordilogic Systems/Ubi Soft,";"1990 Ubi Soft";"whdload";"0";"Unreal";"Unreal";"2763461";"U\Unreal\Unreal.Slave";"626688";"U\Unreal";"524288";"Unreal";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Unsensible Soccer (c) 1993 Sensible Software.";"1993 Sensible Software";"whdload";"0";"Unsensible Soccer";"UnsensibleSoccer";"176173";"U\UnsensibleSoccer\UnsensibleSoccer.Slave";"4096";"U\UnsensibleSoccer";"524288";"UnsensibleSoccer";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"UN Squadron by US Gold (c) 1990 - 1 disk.";"1990 US Gold";"whdload";"0";"UN Squadron";"UNSquadron";"766504";"U\UNSquadron\UNSquadron.slave";"0";"U\UNSquadron";"524288";"UNSquadron";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"The Untouchables (c) 1990 Ocean (2 disk version).";"1989 Ocean/Special FX";"whdload";"0";"Untouchables";"Untouchables";"1343269";"U\Untouchables\Untouchables.Slave";"4096";"U\Untouchables";"524288";"Untouchables";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"disk version of Up Scope game ? 1986 Grand Products.";"1986 Grand Products";"whdload";"0";"Up Scope";"UpScope";"599005";"U\UpScope\UpScope.Slave";"393216";"U\UpScope";"524288";"UpScope";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"arcade version of Up Scope game ? 1986 Grand";"1986 Grand Products";"whdload";"0";"Up Scope (arcade)";"UpScopeArcadia";"409395";"U\UpScopeArcadia\UpScopeArcadia.Slave";"393216";"U\UpScopeArcadia";"524288";"UpScopeArcadia";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, EmulTrapV, ClearMem";"";"1993 Graftgold";"whdload";"0";"Uridium II";"Uridium21MB";"1818153";"U\Uridium21MB\Uridium21MB.Slave";"0";"U\Uridium21MB";"1048576";"Uridium2";"OCS/ECS";"";"1MB";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"U.S.S. John Young ? 1990 Magic Bytes.";"1990 Magic Bytes";"whdload";"0";"U.S.S. John Young";"USSJohnYoung";"2721728";"U\USSJohnYoung\USSJohnYoung.Slave";"786432";"U\USSJohnYoung";"524288";"USSJohnYoung";"OCS/ECS";"";"";"";"";"";"A-Games"
